datetime,target,configuration,data_set,schema,world_size,com_interval,runtime_ms,runtime_vi_ms,rss_max_rank0_kb,rss_sum_all_kb,rss_min_all_kb,rss_max_all_kb,steps_total,eps_global,jdiff_maxnorm,jdiff_l2norm,jdiff_mse
2022-01-25_02:55:54,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,56,8,29233,28610,44364,1454140,23912,44364,1000,0.000000,0.068848,0.733328,0.000005
2022-01-25_02:56:24,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,56,8,33440,33124,34676,1850488,32584,34676,1000,0.000000,0.068848,0.733328,0.000005
2022-01-25_02:56:59,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,56,8,38439,38134,34904,1850284,32492,34904,1000,0.000000,0.068848,0.733328,0.000005
2022-01-25_02:57:39,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,56,8,38455,38106,34808,1849544,32528,34808,1000,0.000000,0.068848,0.733328,0.000005
2022-01-25_02:58:18,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,56,8,33215,32907,34944,1849028,32508,34944,1000,0.000000,0.068848,0.733328,0.000005
2022-01-25_02:58:52,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,56,8,35327,34901,35168,1849712,32672,35168,1000,0.000000,0.068848,0.733328,0.000005
2022-01-25_02:59:29,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,56,16,27832,27477,34228,1844820,32440,34228,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_02:59:58,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,56,16,28709,28378,34616,1844752,32496,34616,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:00:27,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,56,16,25942,25571,34424,1846856,32516,34424,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:00:54,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,56,16,27028,26704,34528,1844944,32516,34528,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:01:23,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,56,16,28108,27808,34376,1844860,32596,34376,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:01:52,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,56,16,28219,27556,44096,1455124,23840,44096,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:02:21,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,56,16,27539,26796,44060,1455360,23960,44060,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:02:50,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,56,16,38071,37335,44152,1453648,23804,44152,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:03:29,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,56,16,44009,43066,44320,1457180,23920,44320,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:04:14,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,56,16,35513,34414,44180,1453108,23388,44180,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:04:51,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,56,16,29940,29585,34856,1851384,32536,34856,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:05:22,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,56,16,34557,34246,34680,1849204,32548,34680,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:05:58,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,56,16,41262,40919,34856,1849936,32520,34856,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:06:40,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,56,16,56424,56079,34800,1849460,32592,34800,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:07:38,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,56,16,56000,55638,34800,1848744,32580,34800,1872,0.000000,0.100586,1.215082,0.000015
2022-01-25_03:08:35,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,56,32,34454,34065,34388,1842520,32256,34388,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:09:11,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,56,32,31161,30481,34296,1845632,32604,34296,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:09:43,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,56,32,29044,28676,34396,1846304,32544,34396,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:10:13,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,56,32,28271,27930,34880,1845788,32540,34880,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:10:43,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,56,32,30335,30005,34400,1844988,32580,34400,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:11:14,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,56,32,30431,29700,43952,1453484,24060,43952,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:11:46,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,56,32,29829,29063,44168,1454032,23840,44168,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:12:16,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,56,32,28312,27627,44284,1455536,23876,44284,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:12:46,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,56,32,29804,29120,44268,1455228,23908,44268,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:13:17,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,56,32,31640,30912,44060,1455188,23860,44060,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:13:49,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,56,32,51340,50978,34956,1849196,32584,34956,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:14:42,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,56,32,35929,35612,34868,1850484,32548,34868,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:15:19,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,56,32,35974,35624,34892,1850260,32552,34892,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:15:56,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,56,32,36585,36246,34764,1849084,32520,34764,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:16:34,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,56,32,40038,39667,35072,1850624,32640,35072,3584,0.000000,0.150391,1.815898,0.000033
2022-01-25_03:17:15,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,56,64,36898,36531,34768,1845464,32660,34768,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:17:53,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,56,64,35789,35457,34340,1845540,32648,34340,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:18:29,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,56,64,33600,33237,34064,1844864,32608,34064,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:19:04,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,56,64,33280,32908,34744,1844304,32616,34744,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:19:38,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,56,64,33873,33537,34612,1845132,32692,34612,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:20:13,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,56,64,36709,35986,44104,1456404,23916,44104,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:20:51,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,56,64,33930,33258,43784,1454820,23928,43784,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:21:26,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,56,64,34011,33352,44228,1455548,23896,44228,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:22:01,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,56,64,33348,32648,44200,1454064,23944,44200,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:22:36,hpcclassmixed,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,56,64,35685,34971,44056,1453484,23900,44056,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:23:12,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,56,64,40513,40164,35064,1850412,32504,35064,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:23:54,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,56,64,47525,47143,34608,1849476,32632,34608,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:24:43,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,56,64,59883,59522,34996,1850020,32524,34996,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:25:44,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,56,64,41833,41498,34916,1850136,32584,34916,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:26:26,hpcclassmixed,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,56,64,42480,42142,35016,1850076,32596,35016,7488,0.000000,0.089355,1.005486,0.000010
2022-01-25_03:27:10,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,56,1,58736,58369,34560,1845072,32488,34560,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:28:10,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,56,1,74908,74531,34580,1846084,32672,34580,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:29:26,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,56,1,70162,69812,34324,1843168,32504,34324,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:30:37,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,56,1,58514,58148,34388,1842724,32548,34388,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:31:37,hpcclassmixed,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,56,1,68604,68253,34580,1844388,32632,34580,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:32:47,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,56,1,62673,61801,44292,1455360,24032,44292,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:33:51,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,56,1,79291,78315,44576,1456112,23868,44576,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:35:12,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,56,1,88986,87859,44528,1454424,23936,44528,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:36:42,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,56,1,86529,85446,44348,1455056,24036,44348,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:38:10,hpcclassmixed,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,56,1,90245,88998,44260,1457104,23908,44260,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:39:42,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,56,1,179739,179356,34936,1850604,32600,34936,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:42:43,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,56,1,184546,184035,34720,1850292,32612,34720,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:45:49,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,56,1,188780,188254,34800,1849904,32536,34800,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:48:59,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,56,1,212222,211704,34776,1849404,32572,34776,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:52:34,hpcclassmixed,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,56,1,182401,181953,34852,1850396,32564,34852,270,0.000000,0.024414,0.495870,0.000002
2022-01-25_03:55:38,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,56,2,48434,47972,34524,1844880,32592,34524,312,0.000000,0.106445,1.208450,0.000015
2022-01-25_03:56:28,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,56,2,49903,49436,34700,1844884,32588,34700,312,0.000000,0.106445,1.208450,0.000015
2022-01-25_03:57:19,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,56,2,50687,50234,34576,1844396,32676,34576,312,0.000000,0.106445,1.208450,0.000015
2022-01-25_03:58:11,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,56,2,48941,48529,34564,1845404,32500,34564,312,0.000000,0.106445,1.208450,0.000015
2022-01-25_03:59:01,hpcclassmixed,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,56,2,49974,49561,34684,1845120,32648,34684,312,0.000000,0.106445,1.208450,0.000015
2022-01-25_03:59:53,hpcclassmixed,../automation/jobs/gen/ds/normal/27_MpiViSchema01_1.yaml,/data/data_normal/,MpiViSchema01,28,1,707278,701350,1752080,48008912,1710016,1752080,511,0.000000,0.443359,1.256263,0.000000
2022-01-25_04:11:42,hpcclassmixed,../automation/jobs/gen/ds/normal/28_MpiViSchema02_1.yaml,/data/data_normal/,MpiViSchema02,28,1,1195307,1171053,3043648,46477080,1416284,3043648,511,0.000000,0.443359,1.256263,0.000000
2022-01-25_04:31:39,hpcclassmixed,../automation/jobs/gen/ds/normal/29_MpiViSchema03_1.yaml,/data/data_normal/,MpiViSchema03,28,1,911929,907352,1752152,47992308,1705512,1752152,511,0.000000,0.443359,1.256263,0.000000
2022-01-25_04:46:54,hpcclassmixed,../automation/jobs/gen/ds/normal/30_MpiViSchema01_4.yaml,/data/data_normal/,MpiViSchema01,28,4,1257538,1248388,1752100,48026548,1713624,1752100,1988,0.000000,0.449219,1.272807,0.000000
2022-01-25_05:07:53,hpcclassmixed,../automation/jobs/gen/ds/normal/31_MpiViSchema02_4.yaml,/data/data_normal/,MpiViSchema02,28,4,1214572,1189710,3044492,46501024,1422144,3044492,1988,0.000000,0.449219,1.272807,0.000000
2022-01-25_05:28:10,hpcclassmixed,../automation/jobs/gen/ds/normal/32_MpiViSchema03_4.yaml,/data/data_normal/,MpiViSchema03,28,4,1540871,1538349,1752424,48024044,1713332,1752424,1988,0.000000,0.449219,1.272807,0.000000
2022-01-25_05:53:53,hpcclassmixed,../automation/jobs/gen/ds/normal/33_MpiViSchema01_16.yaml,/data/data_normal/,MpiViSchema01,28,16,2573367,2571152,1752040,48027064,1713588,1752040,7952,0.000000,0.449219,1.272807,0.000000
2022-01-25_06:36:48,hpcclassmixed,../automation/jobs/gen/ds/normal/34_MpiViSchema02_16.yaml,/data/data_normal/,MpiViSchema02,28,16,2706457,2672643,3044436,46500788,1422212,3044436,7952,0.000000,0.449219,1.272807,0.000000
2022-01-25_07:22:01,hpcclassmixed,../automation/jobs/gen/ds/normal/35_MpiViSchema03_16.yaml,/data/data_normal/,MpiViSchema03,28,16,3196050,3194118,1752328,48022404,1713280,1752328,7952,0.000000,0.449219,1.272807,0.000000
2022-01-25_08:15:19,hpcclassmixed,../automation/jobs/gen/ds/normal/27_MpiViSchema01_1.yaml,/data/data_normal/,MpiViSchema01,42,1,615338,613558,1752212,71986384,1711568,1752212,511,0.000000,0.443359,1.775014,0.000000
2022-01-25_08:25:36,hpcclassmixed,../automation/jobs/gen/ds/normal/28_MpiViSchema02_1.yaml,/data/data_normal/,MpiViSchema02,42,1,642394,624090,3043556,68809768,1420996,3043556,511,0.000000,0.443359,1.775014,0.000000
2022-01-25_08:49:33,hpcclassmixed,../automation/jobs/gen/ds/normal/31_MpiViSchema02_4.yaml,/data/data_normal/,MpiViSchema02,42,4,947728,923168,3043520,68783220,1411612,3043520,1988,0.000000,0.449219,1.798431,0.000000
2022-01-25_09:05:22,hpcclassmixed,../automation/jobs/gen/ds/normal/32_MpiViSchema03_4.yaml,/data/data_normal/,MpiViSchema03,42,4,1281282,1279285,1752740,71980284,1708716,1752740,1988,0.000000,0.449219,1.798431,0.000000
2022-01-25_09:33:34,hpcclassmixed,../automation/jobs/gen/ds/normal/34_MpiViSchema02_16.yaml,/data/data_normal/,MpiViSchema02,42,16,2758545,2734300,3042456,68778660,1411288,3042456,7952,0.000000,0.449219,1.798431,0.000000
2022-01-25_10:19:35,hpcclassmixed,../automation/jobs/gen/ds/normal/35_MpiViSchema03_16.yaml,/data/data_normal/,MpiViSchema03,42,16,3862893,3858275,1752856,71984232,1710072,1752856,7952,0.000000,0.449219,1.798431,0.000000
2022-01-25_11:29:36,hpcclassmixed,../automation/jobs/gen/ds/normal/28_MpiViSchema02_1.yaml,/data/data_normal/,MpiViSchema02,56,1,864828,831616,3042824,91123656,1420032,3042824,511,0.000000,0.443359,1.882518,0.000000
2022-01-25_11:44:03,hpcclassmixed,../automation/jobs/gen/ds/normal/29_MpiViSchema03_1.yaml,/data/data_normal/,MpiViSchema03,56,1,3334258,3331420,1753380,95940940,1708612,1753380,511,0.000000,0.443359,1.882518,0.000000
2022-01-25_12:48:48,hpcclassmixed,../automation/jobs/gen/ds/normal/31_MpiViSchema02_4.yaml,/data/data_normal/,MpiViSchema02,56,4,1403020,1372959,3042812,91124448,1420220,3042812,1988,0.000000,0.449219,1.907340,0.000000
2022-01-25_13:12:12,hpcclassmixed,../automation/jobs/gen/ds/normal/32_MpiViSchema03_4.yaml,/data/data_normal/,MpiViSchema03,56,4,2506073,2503928,1753236,95918164,1708388,1753236,1988,0.000000,0.449219,1.907340,0.000000
2022-01-25_14:29:51,hpcclassmixed,../automation/jobs/gen/ds/normal/34_MpiViSchema02_16.yaml,/data/data_normal/,MpiViSchema02,56,16,1901643,1880794,3042952,91126000,1420252,3042952,7952,0.000000,0.449219,1.907340,0.000000
