datetime,target,configuration,data_set,schema,world_size,com_interval,runtime_ms,runtime_vi_ms,rss_max_rank0_kb,rss_sum_all_kb,rss_min_all_kb,rss_max_all_kb,steps_total,eps_global,jdiff_maxnorm,jdiff_l2norm,jdiff_mse
2022-01-24_22:49:29,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,3682,3060,43732,380904,23916,43732,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:49:35,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,3375,2849,43668,380416,23884,43668,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:49:39,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,2994,2525,43460,380900,23936,43460,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:49:43,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,3274,2776,44004,381524,23860,44004,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:49:48,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,3220,2732,43824,380868,24000,43824,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:49:53,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,3597,3299,33664,459108,32452,33664,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:49:57,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,3458,3177,34036,459452,32520,34036,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:50:02,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,3599,3291,33940,459000,32452,33940,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:50:07,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,3674,3377,33744,459276,32544,33744,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:50:12,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,3897,3577,33984,459920,32504,33984,312,0.000000,0.106445,1.207424,0.000015
2022-01-24_22:50:18,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,3785,3457,34204,460788,32588,34204,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:50:23,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,3700,3365,34240,460840,32564,34240,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:50:29,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,3703,3386,33836,460224,32588,33836,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:50:34,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,3966,3639,34124,459828,32492,34124,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:50:40,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,3644,3304,34092,460216,32552,34092,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:50:45,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4061,3517,43448,380332,23840,43448,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:50:51,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4192,3619,43744,380732,23724,43744,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:50:57,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,3957,3369,43680,380576,23680,43680,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:51:03,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4146,3568,43960,381572,23896,43960,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:51:09,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4351,3809,43828,381284,24004,43828,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:51:14,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4315,4012,33928,460044,32572,33928,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:51:20,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4413,4084,34096,459904,32388,34096,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:51:27,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4222,3896,34204,460004,32500,34204,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:51:32,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4506,4202,33748,459408,32512,33748,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:51:38,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4235,3896,34296,460040,32568,34296,516,0.000000,0.120605,1.199044,0.000014
2022-01-24_22:51:44,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,4772,4429,34012,460912,32688,34012,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:51:51,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,4639,4313,34200,460464,32580,34200,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:51:57,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,4971,4670,34240,460584,32572,34240,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:04,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,4898,4581,34212,460780,32564,34212,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:11,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,4826,4512,34000,460588,32600,34000,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:17,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,4883,4311,43692,379976,23656,43692,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:23,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5368,4823,43436,380328,23652,43436,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:30,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5652,5027,44008,381128,23896,44008,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:38,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5257,4729,43340,380200,23928,43340,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:45,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5121,4589,43636,380816,23936,43636,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:52,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5324,5014,34076,459228,32456,34076,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:52:59,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5383,5073,34044,459580,32548,34044,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:53:06,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5453,5113,34284,459992,32424,34284,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:53:13,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5456,5157,34248,459940,32464,34248,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:53:21,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5456,5105,34192,460136,32464,34192,1000,0.000000,0.068848,0.733319,0.000005
2022-01-24_22:53:28,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,6805,6453,33928,459348,32564,33928,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:53:36,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,6671,6363,33996,460980,32708,33996,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:53:45,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,6824,6509,33764,459940,32560,33764,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:53:53,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,6831,6535,33824,460816,32560,33824,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:54:02,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,7307,6956,33808,459684,32524,33808,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:54:11,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,6863,6266,43724,380812,23852,43724,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:54:19,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,6652,6121,43928,381688,23840,43928,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:54:28,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,7147,6611,43664,381032,23772,43664,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:54:36,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,6831,6203,43712,380676,24024,43712,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:54:45,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,6861,6325,43464,380840,23860,43464,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:54:53,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7412,7078,34012,459932,32516,34012,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:55:03,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7134,6809,34048,460292,32596,34048,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:55:12,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7271,6928,34296,460068,32328,34296,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:55:21,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7433,7124,33604,460292,32640,33604,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:55:30,hpcclassmixed,../automation/jobs/gen/ds/small/20_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,14,16,7295,6969,33980,458956,32408,33980,1872,0.000000,0.100586,1.214619,0.000015
2022-01-24_22:55:39,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,10542,10205,33520,459908,32544,33520,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:55:51,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,11507,11171,34248,460512,32596,34248,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:56:04,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,11142,10807,33768,460556,32536,33768,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:56:17,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,11136,10804,33964,460624,32608,33964,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:56:30,hpcclassmixed,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,14,32,11512,11189,33828,460488,32644,33828,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:56:43,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,11226,10590,43608,381072,23848,43608,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:56:56,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,11672,11043,43568,381240,23848,43568,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:57:09,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,11807,11189,43564,380984,23968,43564,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:57:23,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,11230,10598,43192,379844,23828,43192,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:57:35,hpcclassmixed,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,14,32,10786,10206,43684,380540,24032,43684,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:57:48,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10415,10108,33960,459968,32608,33960,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:58:00,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10585,10236,33784,459980,32376,33784,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:58:12,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10379,10083,34048,459500,32488,34048,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:58:24,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10726,10394,33976,459900,32592,33976,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:58:37,hpcclassmixed,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,14,32,10768,10456,33988,459176,32456,33988,3584,0.000000,0.150391,1.815507,0.000033
2022-01-24_22:58:49,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,14,64,19397,19063,33972,460828,32484,33972,7488,0.000000,0.089355,1.005220,0.000010
2022-01-24_22:59:11,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,14,64,17732,17398,33812,459712,32516,33812,7488,0.000000,0.089355,1.005220,0.000010
2022-01-24_22:59:30,hpcclassmixed,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,14,64,17471,17154,34040,459736,32572,34040,7488,0.000000,0.089355,1.005220,0.000010
2022-01-25_02:00:03,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,4016,3428,43916,381068,23680,43916,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:00:09,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,3520,2999,43708,380572,23676,43708,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:00:14,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,5487,4763,43900,381780,23828,43900,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:00:21,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,4527,3939,43716,381316,23948,43716,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:00:27,hpcclassmixed,../automation/jobs/gen/ds/small/10_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,14,2,5116,4522,43828,381252,23880,43828,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:00:34,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,4805,4482,34204,459792,32500,34204,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:00:41,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,4885,4534,34260,460292,32516,34260,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:00:47,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,4852,4523,33936,459784,32568,33936,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:00:54,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,4513,4214,33948,460224,32476,33948,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:01:00,hpcclassmixed,../automation/jobs/gen/ds/small/11_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,14,2,4965,4640,33896,459048,32372,33896,312,0.000000,0.106445,1.207424,0.000015
2022-01-25_02:01:07,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,4695,4355,34008,460588,32564,34008,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:01:13,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,4289,3981,33856,459656,32504,33856,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:01:19,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,4425,4136,34244,460748,32612,34244,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:01:25,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,4508,4177,33760,459532,32652,33760,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:01:31,hpcclassmixed,../automation/jobs/gen/ds/small/12_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,14,4,4516,4195,33484,460200,32620,33484,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:01:37,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4650,3950,43708,381244,23876,43708,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:01:44,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4455,3848,43712,380744,23876,43712,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:01:50,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4924,4311,43624,380504,23812,43624,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:01:56,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4543,3962,43752,380884,24008,43752,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:02:03,hpcclassmixed,../automation/jobs/gen/ds/small/13_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,14,4,4783,4128,43924,381380,23968,43924,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:02:09,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4841,4491,34040,460012,32476,34040,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:02:15,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4802,4474,33820,459616,32604,33820,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:02:22,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,5188,4868,34068,460340,32344,34068,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:02:29,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4907,4601,33976,460316,32572,33976,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:02:35,hpcclassmixed,../automation/jobs/gen/ds/small/14_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,14,4,4709,4389,33992,459848,32504,33992,516,0.000000,0.120605,1.199044,0.000014
2022-01-25_02:02:42,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,4806,4483,34224,460068,32540,34224,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:02:48,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,5156,4782,33776,460536,32640,33776,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:02:55,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,5795,5456,33984,460420,32548,33984,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:03,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,4740,4411,33776,460312,32608,33776,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:09,hpcclassmixed,../automation/jobs/gen/ds/small/15_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,14,8,5042,4653,33852,460336,32644,33852,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:16,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5392,4805,43692,381028,23976,43692,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:23,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5094,4524,43952,380636,23800,43952,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:30,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5713,5188,43692,380276,23832,43692,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:38,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5248,4681,43860,381416,23848,43860,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:44,hpcclassmixed,../automation/jobs/gen/ds/small/16_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,14,8,5899,5290,43980,380980,23808,43980,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:52,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5768,5464,34144,460172,32568,34144,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:03:59,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5731,5401,33932,458988,32516,33932,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:04:07,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5710,5372,34268,459492,32500,34268,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:04:14,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5810,5460,33996,460464,32540,33996,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:04:21,hpcclassmixed,../automation/jobs/gen/ds/small/17_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,14,8,5684,5288,33976,458928,32480,33976,1000,0.000000,0.068848,0.733319,0.000005
2022-01-25_02:04:29,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,6911,6532,33840,459948,32192,33840,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:04:38,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,6882,6587,33972,460552,32664,33972,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:04:47,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,8185,7775,33940,460796,32584,33940,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:04:56,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,7216,6899,33492,459900,32624,33492,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:05:05,hpcclassmixed,../automation/jobs/gen/ds/small/18_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,14,16,6572,6274,33768,460256,32584,33768,1872,0.000000,0.100586,1.214619,0.000015
2022-01-25_02:05:13,hpcclassmixed,../automation/jobs/gen/ds/small/19_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,14,16,7239,6677,43428,380536,23880,43428,1872,0.000000,0.100586,1.214619,0.000015
